,traditional,pinyin,pinyin(raw),tone,definition,variants,measure-words
4835,欛,bà,ba,4,[],"[{u'ch': '\xe6\x9d\xb7', u'py': 'ba4', u'chs': '\xe6\x9d\xb7', u'vartype': ''}, {u'ch': '\xe6\x8a\x8a', u'py': 'ba4', u'chs': '\xe6\x8a\x8a', u'vartype': ''}]",[]
4836,欝,yù,yu,4,[],"[{u'ch': '\xe9\xac\xb1', u'py': 'yu4', u'chs': '\xe9\x83\x81', u'vartype': ''}]",[]
4837,欞,líng,ling,2,[],"[{u'ch': '\xe6\xab\xba', u'py': 'ling2', u'chs': '\xe6\xa3\x82', u'vartype': ''}]",[]
4838,欠,qiàn,qian,4,"['deficient', 'to owe', 'to lack', 'yawn']",[],[]
4839,次,cì,ci,4,"['next in sequence', 'second', 'the second (day, time etc)', 'secondary', 'vice-', 'sub-', 'infra-', 'inferior quality', 'substandard', 'order', 'sequence', 'hypo- (chemistry)', 'classifier for enumerated events: time']",[],[]
4840,欣,xīn,xin,1,['happy'],[],[]
4841,欨,xū,xu,1,['to blow or breathe upon to smile'],[],[]
4842,欬,kài,kai,4,['to cough'],[],[]
4843,欱,hē,he,1,[],"[{u'ch': '\xe5\x96\x9d', u'py': 'he1', u'chs': '\xe5\x96\x9d', u'vartype': ''}]",[]
4844,欲,yù,yu,4,"['to wish for', 'to desire']","[{u'ch': '\xe6\x85\xbe', u'py': 'yu4', u'chs': '\xe6\xac\xb2', u'vartype': ''}]",[]
4845,欵,kuǎn,kuan,3,"['to treat well', 'to detain']","[{u'ch': '\xe6\xac\xbe', u'py': 'kuan3', u'chs': '\xe6\xac\xbe', u'vartype': ''}]",[]
4846,欶,shuò,shuo,4,"['to suck', 'to drink']",[],[]
4847,欷,xī,xi,1,['to sob'],[],[]
4848,欸,ǎi,ai,3,"['sigh', 'exclamation Eh!']",[],[]
4849,欹,yī,yi,1,['interjection'],[],[]
4850,欺,qī,qi,1,"['to take unfair advantage of', 'to deceive', 'to cheat']",[],[]
4851,欻,xū,xu,1,"['suddenly', 'also pr. [hu1]']",[],[]
4852,欼,chǐ,chi,3,['drink'],[],[]
4853,欽,qīn,qin,1,"['to respect', 'to admire', 'to venerate', 'by the emperor himself']",[],[]
4854,款,kuǎn,kuan,3,"['section', 'paragraph', 'funds', 'classifier for versions or models (of a product)']",[],"[('\xe7\xad\x86', '\xe7\xac\x94', 'bi3'), ('\xe5\x80\x8b', '\xe4\xb8\xaa', 'ge4')]"
4855,欿,kǎn,kan,3,['discontented with oneself'],[],[]
4856,歁,kǎn,kan,3,['unsatisfied (of eating)'],[],[]
4857,歃,shà,sha,4,['to drink'],[],[]
4858,歆,xīn,xin,1,"['pleased', 'moved']",[],[]
4859,歇,xiē,xie,1,"['to rest', 'to take a break', 'to stop', 'to halt', '(dialect) to sleep', 'a moment', 'a short while']",[],[]
4860,歈,yú,yu,2,['songs'],[],[]
4861,歉,qiàn,qian,4,"['to apologize', 'to regret', 'deficient']",[],[]
4862,歊,xiāo,xiao,1,"['vapor', 'steam']",[],[]
4863,歌,gē,ge,1,"['song', 'to sing']",[],"[('\xe6\x94\xaf', '\xe6\x94\xaf', 'zhi1'), ('\xe9\xa6\x96', '\xe9\xa6\x96', 'shou3')]"
4864,歎,tàn,tan,4,[],"[{u'ch': '\xe5\x98\x86', u'py': 'tan4', u'chs': '\xe5\x8f\xb9', u'vartype': ''}]",[]
4865,歐,oū,ou,1,['(used for transliteration)'],"[{u'ch': '\xe8\xac\xb3', u'py': 'ou1', u'chs': '\xe8\xae\xb4', u'vartype': 'old'}]",[]
4866,歓,huān,huan,1,[],"[{u'ch': '\xe6\xad\xa1', u'py': 'huan1', u'chs': '\xe6\xac\xa2', u'vartype': 'old'}]",[]
4867,歔,xū,xu,1,['to snort'],[],[]
4868,歕,pēn,pen,1,[],"[{u'ch': '\xe5\x99\xb4', u'py': 'pen1', u'chs': '\xe5\x96\xb7', u'vartype': 'old'}]",[]
4869,歗,xiào,xiao,4,[],"[{u'ch': '\xe5\x98\xaf', u'py': 'xiao4', u'chs': '\xe5\x95\xb8', u'vartype': 'old'}]",[]
4870,歘,xū,xu,1,[],"[{u'ch': '\xe6\xac\xbb', u'py': 'xu1', u'chs': '\xe6\xac\xbb', u'vartype': ''}]",[]
4871,歙,shè,she,4,['name of a district in Anhui'],[],[]
4872,歛,hān,han,1,"['to desire', 'to give']",[],[]
4873,歛,liǎn,lian,3,[],"[{u'ch': '\xe6\x96\x82', u'py': 'lian3', u'chs': '\xe6\x95\x9b', u'vartype': ''}]",[]
4874,歜,chù,chu,4,"['(person)', 'angry']",[],[]
4875,歟,yú,yu,2,"['(literary) (final particle similar to \xe5\x90\x97[ma5], \xe5\x91\xa2[ne5] or \xe5\x95\x8a[a1])']",[],[]
4876,歠,chuò,chuo,4,"['(literary) to drink', 'to sip', 'gruel', 'soup']",[],[]
4877,歡,huān,huan,1,"['joyous', 'happy', 'pleased']",[],[]
4878,止,zhǐ,zhi,3,"['to stop', 'to prohibit', 'until', 'only']",[],[]
4879,正,zhēng,zheng,1,['first month of the lunar year'],[],[]
4880,正,zhèng,zheng,4,"['straight', 'upright', 'proper', 'main', 'principal', 'to correct', 'to rectify', 'exactly', 'just (at that time)', 'right (in that place)', '(math.) positive']",[],[]
4881,此,cǐ,ci,3,"['this', 'these']",[],[]
4882,步,bù,bu,4,"['a step', 'a pace', 'walk', 'march', 'stages in a process', 'situation']",[],[]
4883,武,wǔ,wu,3,"['martial', 'military']",[],[]
4884,歧,qí,qi,2,"['divergent', 'side road']",[],[]
4885,歨,bù,bu,4,[],"[{u'ch': '\xe6\xad\xa5', u'py': 'bu4', u'chs': '\xe6\xad\xa5', u'vartype': 'old'}]",[]
4886,歩,bù,bu,4,[],"[{u'ch': '\xe6\xad\xa5', u'py': 'bu4', u'chs': '\xe6\xad\xa5', u'vartype': 'Japanese'}]",[]
4887,歪,wāi,wai,1,"['askew', 'at a crooked angle', 'devious', 'noxious', ""(coll.) to lie on one's side""]",[],[]
4888,歪,wǎi,wai,3,"[""to sprain (one's ankle) (Tw)""]",[],[]
4889,歫,jù,ju,4,[],"[{u'ch': '\xe8\xb7\x9d', u'py': 'ju4', u'chs': '\xe8\xb7\x9d', u'vartype': 'old'}, {u'ch': '\xe6\x8b\x92', u'py': 'ju4', u'chs': '\xe6\x8b\x92', u'vartype': 'old'}]",[]
4890,歮,sè,se,4,[],"[{u'ch': '\xe6\xbe\x80', u'py': 'se4', u'chs': '\xe6\xb6\xa9', u'vartype': 'archaic'}]",[]
4891,歯,chǐ,chi,3,[],"[{u'ch': '\xe9\xbd\x92', u'py': '', u'chs': '\xe9\xbd\xbf', u'vartype': 'Japanese'}]",[]
4892,歰,sè,se,4,[],"[{u'ch': '\xe6\xbe\x80', u'py': 'se4', u'chs': '\xe6\xb6\xa9', u'vartype': 'archaic'}]",[]
4893,歲,suì,sui,4,"['classifier for years (of age)', 'year', 'year (of crop harvests)']",[],[]
4894,歳,suì,sui,4,[],"[{u'ch': '\xe6\xad\xb2', u'py': '', u'chs': '\xe5\xb2\x81', u'vartype': 'Japanese'}]",[]
4895,歴,lì,li,4,[],"[{u'ch': '\xe6\xad\xb7', u'py': 'li4', u'chs': '\xe5\x8e\x86', u'vartype': 'old'}]",[]
4896,歷,lì,li,4,"['to experience', 'to undergo', 'to pass through', 'all', 'each', 'every', 'history']",[],[]
4897,歸,guī,gui,1,"['to return', 'to go back to', 'to give back to', '(of a responsibility) to be taken care of by', 'to belong to', 'to gather together', '(used between two identical verbs) despite', 'to marry (of a woman) (old)', 'division on the abacus with a one-digit divisor']",[],[]
4898,歹,dǎi,dai,3,"['bad', 'wicked', 'evil']",[],[]
4899,歺,cān,can,1,['second-round simplified character for \xe9\xa4\x90[can1]'],[],[]
4900,歺,dǎi,dai,3,[],"[{u'ch': '\xe6\xad\xb9', u'py': 'dai3', u'chs': '\xe6\xad\xb9', u'vartype': 'old'}]",[]
4901,死,sǐ,si,3,"['to die', 'impassable', 'uncrossable', 'inflexible', 'rigid', 'extremely', 'damned']",[],[]
4902,歾,mò,mo,4,"['to end', 'to die']",[],[]
4903,歿,mò,mo,4,"['to end', 'to die']",[],[]
4904,殀,yāo,yao,1,"['to die young', 'to die prematurely', 'Taiwan pr. [yao3]']","[{u'ch': '\xe5\xa4\xad', u'py': 'yao1', u'chs': '\xe5\xa4\xad', u'vartype': ''}]",[]
4905,殂,cú,cu,2,['to die'],[],[]
4906,殃,yāng,yang,1,['calamity'],[],[]
4907,殄,tiǎn,tian,3,['to exterminate'],[],[]
4908,殆,dài,dai,4,"['dangerous', 'perilous', 'to endanger', 'almost', 'probably', 'only']",[],[]
4909,殈,xù,xu,4,['damage egg so it does not hatch'],[],[]
4910,殉,xùn,xun,4,"['to be buried with the dead', 'to die for a cause']",[],[]
4911,殊,shū,shu,1,"['different', 'unique', 'special', 'very', '(classical) to behead', 'to die', 'to cut off', 'to separate', 'to surpass']",[],[]
4912,殍,piǎo,piao,3,['die of starvation'],[],[]
4913,殑,qíng,qing,2,['swoon'],[],[]
4914,殖,zhí,zhi,2,"['to grow', 'to reproduce']",[],[]
4915,殗,yè,ye,4,"['sickness', 'repeated']",[],[]
4916,殘,cán,can,2,"['to destroy', 'to spoil', 'to ruin', 'to injure', 'cruel', 'oppressive', 'savage', 'brutal', 'incomplete', 'disabled', 'to remain', 'to survive', 'remnant', 'surplus']",[],[]
4917,殙,hūn,hun,1,['to die by taking poison'],[],[]
4918,殛,jí,ji,2,['to put to death'],[],[]
4919,殜,dié,die,2,"['weak (from illness)', 'half-sitting, half-reclining (meaning unclear)']",[],[]
4920,殞,yǔn,yun,3,"['to perish', 'to die']",[],[]
4921,殠,choù,chou,4,[],"[{u'ch': '\xe8\x87\xad', u'py': 'chou4', u'chs': '\xe8\x87\xad', u'vartype': ''}]",[]
4922,殢,tì,ti,4,['fatigue'],[],[]
4923,殣,jìn,jin,4,['die of hunger'],[],[]
4924,殤,shāng,shang,1,"['to die in childhood', 'war dead']",[],[]
4925,殥,yín,yin,2,"['remote', 'outlying']",[],[]
4926,殨,kuì,kui,4,"['to fester', 'to ulcerate']","[{u'ch': '\xe6\xbd\xb0', u'py': 'kui4', u'chs': '\xe6\xba\x83', u'vartype': 'old'}]",[]
4927,殪,yì,yi,4,['to exterminate'],[],[]
4928,殫,dān,dan,1,"['entirely', 'to exhaust']",[],[]
4929,殭,jiāng,jiang,1,[],"[{u'ch': '\xe5\x83\xb5', u'py': 'jiang1', u'chs': '\xe5\x83\xb5', u'vartype': ''}]",[]
4930,殮,liàn,lian,4,['to prepare a dead body for coffin'],[],[]
4931,殯,bìn,bin,4,"['a funeral', 'to encoffin a corpse', 'to carry to burial']",[],[]
4932,殰,dú,du,2,"['abortion', 'stillborn']",[],[]
4933,殲,jiān,jian,1,"['to annihilate', 'abbr. for \xe6\xae\xb2\xe6\x93\x8a\xe6\xa9\x9f|\xe6\xad\xbc\xe5\x87\xbb\xe6\x9c\xba, fighter plane']",[],[]
4934,殳,shū,shu,1,['spear'],[],[]
4935,段,duàn,duan,4,"['paragraph', 'section', 'segment', 'stage (of a process)', 'classifier for stories, periods of time, lengths of thread etc']",[],[]
4936,殷,yān,yan,1,['dark red'],[],[]
4937,殷,yīn,yin,1,"['flourishing', 'abundant', 'earnest', 'hospitable']",[],[]
4938,殷,yǐn,yin,3,['roll of thunder'],[],[]
4939,殸,qìng,qing,4,[],"[{u'ch': '\xe7\xa3\xac', u'py': 'qing4', u'chs': '\xe7\xa3\xac', u'vartype': ''}]",[]
4940,殹,yì,yi,4,"['(archaic) (meaning unclear)', '(final particle)']",[],[]
4941,殺,shā,sha,1,"['to kill', 'to murder', 'to attack', 'to weaken or reduce', 'to smart (dialect)', '(used after a verb) extremely']",[],[]
4942,殻,qiào,qiao,4,[],"[{u'ch': '\xe6\xae\xbc', u'py': 'qiao4', u'chs': '\xe5\xa3\xb3', u'vartype': ''}]",[]
4943,殼,qiào,qiao,4,"['shell', 'carapace', ""crust (earth's crust etc)"", 'also pr. [ke2]']",[],[]
4944,殽,xiáo,xiao,2,[],"[{u'ch': '\xe6\xb7\x86', u'py': 'xiao2', u'chs': '\xe6\xb7\x86', u'vartype': ''}]",[]
4945,殽,yáo,yao,2,[],"[{u'ch': '\xe8\x82\xb4', u'py': 'yao2', u'chs': '\xe8\x82\xb4', u'vartype': ''}]",[]
4946,殿,diàn,dian,4,['palace hall'],[],[]
4947,毀,huǐ,hui,3,"['to destroy', 'to damage', 'to ruin', 'to defame', 'to slander']",[],[]
4948,毅,yì,yi,4,"['firm and resolute', 'staunch']",[],[]
4949,毆,oū,ou,1,"['to beat up', 'to hit sb']",[],[]
4950,毈,duàn,duan,4,['infertile egg'],[],[]
4951,毉,yī,yi,1,[],"[{u'ch': '\xe9\x86\xab', u'py': 'yi1', u'chs': '\xe5\x8c\xbb', u'vartype': ''}]",[]
4952,毋,wú,wu,2,"['(literary) no', ""don't"", 'to not have', 'nobody']",[],[]
4953,毌,guàn,guan,4,[],"[{u'ch': '\xe8\xb2\xab', u'py': 'guan4', u'chs': '\xe8\xb4\xaf', u'vartype': 'archaic'}]",[]
4954,母,mǔ,mu,3,"['mother', 'elderly female relative', 'origin', 'source', '(of animals) female']",[],[]
4955,毎,měi,mei,3,[],"[{u'ch': '\xe6\xaf\x8f', u'py': '', u'chs': '\xe6\xaf\x8f', u'vartype': 'Japanese'}]",[]
4956,每,měi,mei,3,"['each', 'every']",[],[]
4957,毑,jiě,jie,3,['mother'],[],[]
4958,毒,dú,du,2,"['poison', 'to poison', 'poisonous', 'malicious', 'cruel', 'fierce', 'narcotics']",[],[]
4959,毓,yù,yu,4,"['(archaic) to give birth to a child', 'to rear']",[],[]
4960,比,bǐ,bi,3,"['(particle used for comparison and ""-er than"")', 'to compare', 'to contrast', 'to gesture (with hands)', 'ratio']",[],[]
4961,比,bì,bi,4,"['to associate with', 'to be near']",[],[]
4962,毖,bì,bi,4,"['careful', 'to prevent']",[],[]
4963,毗,pí,pi,2,"['to adjoin', 'to border on']",[],[]
4964,毘,pí,pi,2,[],"[{u'ch': '\xe6\xaf\x97', u'py': 'pi2', u'chs': '\xe6\xaf\x97', u'vartype': ''}]",[]
4965,毚,chán,chan,2,"['cunning', 'artful']",[],[]
4966,毛,máo,mao,2,"['hair', 'feather', 'down', 'wool', 'mildew', 'mold', 'coarse or semifinished', 'young', 'raw', 'careless', 'unthinking', 'nervous', 'scared', '(of currency) to devalue or depreciate', 'classifier for Chinese fractional monetary unit ( = \xe8\xa7\x92[jiao3] , = one-tenth of a yuan or 10 fen \xe5\x88\x86[fen1])']",[],[]
4967,毧,róng,rong,2,"['down', 'felt']",[],[]
4968,毫,háo,hao,2,"['hair', 'drawing brush', '(in the) least', 'one thousandth', 'currency unit, 0.1 yuan']",[],[]
4969,毬,qiú,qiu,2,['ball'],[],[]
4970,毯,tǎn,tan,3,"['blanket', 'rug']",[],[]
4971,毳,cuì,cui,4,"['crisp', 'brittle', 'fine animal hair']",[],[]
4972,毴,bī,bi,1,[],"[{u'ch': '\xe5\xb1\x84', u'py': 'bi1', u'chs': '\xe5\xb1\x84', u'vartype': 'old'}]",[]
4973,毷,mào,mao,4,['restless'],[],[]
4974,毹,shū,shu,1,['rug'],[],[]
4975,毽,jiàn,jian,4,['shuttlecock'],[],[]
4976,毾,tà,ta,4,"['a coarse, woollen serge']",[],[]
4977,毿,sān,san,1,"['long-haired', 'shaggy']",[],[]
4978,氂,máo,mao,2,['yak (Bos grunniens)'],[],[]
4979,氄,rǒng,rong,3,['down or fine hair'],[],[]
4980,氅,chǎng,chang,3,['overcoat'],[],[]
4981,氆,pǔ,pu,3,['thick rough serge from Tibet'],[],[]
4982,氈,zhān,zhan,1,['felt (fabric)'],[],[]
4983,氉,sào,sao,4,"['restless, melancholy']",[],[]
4984,氊,zhān,zhan,1,[],"[{u'ch': '\xe6\xb0\x88', u'py': 'zhan1', u'chs': '\xe6\xaf\xa1', u'vartype': ''}]",[]
4985,氌,lǔ,lu,3,['thick rough serge from Tibet'],[],[]
4986,氍,qú,qu,2,['woolen rug'],[],[]
4987,氏,shì,shi,4,"['clan name', 'maiden name']",[],[]
4988,氏,zhī,zhi,1,['see \xe6\x9c\x88\xe6\xb0\x8f[Yue4 zhi1] and \xe9\x96\xbc\xe6\xb0\x8f|\xe9\x98\x8f\xe6\xb0\x8f[yan1 zhi1]'],[],[]
4989,氐,dǐ,di,3,"['foundation', 'on the whole']",[],[]
4990,民,mín,min,2,"['the people', 'nationality', 'citizen']",[],[]
4991,氓,máng,mang,2,['see \xe6\xb5\x81\xe6\xb0\x93[liu2 mang2]'],[],[]
4992,氓,méng,meng,2,['common people'],[],[]
4993,氕,piē,pie,1,"['protium 1H', 'light hydrogen, the most common isotope of hydrogen, having no neutron, so atomic weight 1']",[],[]
4994,氖,nǎi,nai,3,['neon (chemistry)'],[],[]
4995,気,qì,qi,4,[],"[{u'ch': '\xe6\xb0\xa3', u'py': '', u'chs': '\xe6\xb0\x94', u'vartype': 'Japanese'}]",[]
4996,氘,dāo,dao,1,"['deuterium 2H', 'heavy hydrogen, isotope of hydrogen having 1 neutron in its nucleus, so atomic weight 2']",[],[]
4997,氙,xiān,xian,1,['xenon (chemistry)'],[],[]
4998,氚,chuān,chuan,1,"['tritium 3H', 'radioactive isotope of hydrogen having 2 neutrons in its nucleus, so atomic weight 3']",[],[]
4999,氛,fēn,fen,1,"['miasma', 'vapor']",[],[]
5000,氜,rì,ri,4,"['old name for \xe6\xb0\xa6[hai4], helium']",[],[]
5001,氜,yáng,yang,2,[],"[{u'ch': '\xe9\x99\xbd', u'py': 'yang2', u'chs': '\xe9\x98\xb3', u'vartype': 'old'}]",[]
5002,氝,nèi,nei,4,['neon Ne (chemistry) (now written \xe6\xb0\x96[nai3])'],[],[]
5003,氟,fú,fu,2,['fluorine (chemistry)'],[],[]
5004,氡,dōng,dong,1,['radon (chemistry)'],[],[]
5005,氣,qì,qi,4,"['gas', 'air', 'smell', 'weather', 'to make angry', 'to annoy', 'to get angry', 'vital energy', 'qi']",[],[]
5006,氤,yīn,yin,1,"['generative forces', 'magic emanation']",[],[]
5007,氥,xī,xi,1,[],"[{u'ch': '\xe6\xb0\x99', u'py': 'xian1', u'chs': '\xe6\xb0\x99', u'vartype': ''}]",[]
5008,氦,hài,hai,4,['helium (chemistry)'],[],[]
5009,氧,yǎng,yang,3,['oxygen (chemistry)'],[],[]
5010,氨,ān,an,1,['ammonia'],[],[]
5011,氪,kè,ke,4,['krypton (chemistry)'],[],[]
5012,氫,qīng,qing,1,['hydrogen (chemistry)'],[],[]
5013,氬,yà,ya,4,['argon (chemistry)'],[],[]
5014,氮,dàn,dan,4,['nitrogen (chemistry)'],[],[]
5015,氰,qíng,qing,2,"['cyanogen (CN)2', 'ethane dinitrile']",[],[]
5016,氳,yūn,yun,1,['heavy atmosphere'],[],[]
5017,水,shuǐ,shui,3,"['water', 'river', 'liquid', 'beverage', 'additional charges or income', '(of clothes) classifier for number of washes']",[],[]
5018,氵,shuǐ,shui,3,"['""water"" radical in Chinese characters (Kangxi radical 85), occurring in \xe6\xb2\xa1, \xe6\xb3\x95, \xe6\xb5\x81 etc']","[{u'ch': '\xe4\xb8\x89\xe9\xbb\x9e\xe6\xb0\xb4', u'py': 'san1 dian3 shui3', u'chs': '\xe4\xb8\x89\xe7\x82\xb9\xe6\xb0\xb4', u'vartype': ''}]",[]
5019,氷,bīng,bing,1,[],"[{u'ch': '\xe5\x86\xb0', u'py': 'bing1', u'chs': '\xe5\x86\xb0', u'vartype': ''}]",[]
5020,永,yǒng,yong,3,"['forever', 'always', 'perpetual']",[],[]
5021,氹,dàng,dang,4,[],"[{u'ch': '\xe5\x87\xbc', u'py': 'dang4', u'chs': '\xe5\x87\xbc', u'vartype': ''}]",[]
5022,氺,shuǐ,shui,3,[],"[{u'ch': '\xe6\xb0\xb4', u'py': 'shui3', u'chs': '\xe6\xb0\xb4', u'vartype': 'archaic'}]",[]
5023,氼,nì,ni,4,[],"[{u'ch': '\xe6\xba\xba', u'py': 'ni4', u'chs': '\xe6\xba\xba', u'vartype': 'old'}]",[]
5024,氽,tǔn,tun,3,"['to float', 'to deep-fry']",[],[]
5025,氾,fàn,fan,4,[],"[{u'ch': '\xe6\xb3\x9b', u'py': 'fan4', u'chs': '\xe6\xb3\x9b', u'vartype': ''}]",[]
5026,氿,guǐ,gui,3,['mountain spring'],[],[]
5027,汀,tīng,ting,1,"['sandbar', 'shoal', 'sandbank']",[],[]
5028,汁,zhī,zhi,1,['juice'],[],[]
5029,求,qiú,qiu,2,"['to seek', 'to look for', 'to request', 'to demand', 'to beseech']",[],[]
5030,汅,miǎn,mian,3,[],"[{u'ch': '\xe6\xb2\x94', u'py': 'mian3', u'chs': '\xe6\xb2\x94', u'vartype': 'old'}]",[]
5031,汆,cuān,cuan,1,"['quick-boil', 'to boil for a short time']",[],[]
5032,汊,chà,cha,4,['branching stream'],[],[]
5033,汋,zhuó,zhuo,2,['to pour'],[],[]
5034,汍,wán,wan,2,['shed tears'],[],[]
5035,汎,fàn,fan,4,[],"[{u'ch': '\xe6\xb3\x9b', u'py': 'fan4', u'chs': '\xe6\xb3\x9b', u'vartype': ''}]",[]
5036,汏,dà,da,4,['to wash (dialect)'],[],[]
5037,汐,xī,xi,1,"['night tides', 'evening ebbtide', 'Taiwan pr. [xi4]']",[],[]
5038,汔,qì,qi,4,['near'],[],[]
5039,汕,shàn,shan,4,"['bamboo fish trap', 'used in names of places connected with Shantou \xe6\xb1\x95\xe9\xa0\xad|\xe6\xb1\x95\xe5\xa4\xb4[Shan4 tou2]']",[],[]
5040,汗,hán,han,2,"['see \xe5\x8f\xaf\xe6\xb1\x97[ke4 han2], \xe6\xb1\x97\xe5\x9c\x8b|\xe6\xb1\x97\xe5\x9b\xbd[han2 guo2]']",[],[]
5041,汗,hàn,han,4,"['perspiration', 'sweat', 'to be speechless (out of helplessness, embarrassment etc) (Internet slang used as an interjection)']",[],"[('\xe6\xbb\xb4', '\xe6\xbb\xb4', 'di1'), ('\xe9\xa0\xad', '\xe5\xa4\xb4', 'tou2'), ('\xe8\xba\xab', '\xe8\xba\xab', 'shen1')]"
5042,汙,wū,wu,1,"['dirty', 'filthy', 'foul', 'corrupt', 'to smear', 'to defile', 'dirt', 'filth']","[{u'ch': '\xe6\xb1\xa1', u'py': '', u'chs': '\xe6\xb1\xa1', u'vartype': ''}]",[]
5043,汚,wū,wu,1,[],"[{u'ch': '\xe6\xb1\xa1', u'py': 'wu1', u'chs': '\xe6\xb1\xa1', u'vartype': ''}]",[]
5044,汛,xùn,xun,4,"['high water', 'flood', 'to sprinkle water']",[],[]
5045,汜,sì,si,4,['stream which returns after branching'],[],[]
5046,汝,rǔ,ru,3,['thou'],[],[]
5047,汞,gǒng,gong,3,['mercury (chemistry)'],[],[]
5048,江,jiāng,jiang,1,['river'],[],"[('\xe6\xa2\x9d', '\xe6\x9d\xa1', 'tiao2'), ('\xe9\x81\x93', '\xe9\x81\x93', 'dao4')]"
5049,池,chí,chi,2,"['pond', 'reservoir', 'moat']",[],[]
5050,污,wū,wu,1,"['dirty', 'filthy', 'foul', 'corrupt', 'to smear', 'to defile', 'dirt', 'filth']",[],[]
5051,汧,qiān,qian,1,"['marsh', 'float']",[],[]
5052,汩,gǔ,gu,3,"['confused', 'extinguished']",[],[]
5053,汪,wāng,wang,1,"['expanse of water', 'ooze', '(onom.) bark', 'classifier for liquids: pool, puddle']",[],[]
5054,汫,jǐng,jing,3,['see \xe6\xb1\xab\xe6\xbf\x99[jing3 ying2]'],"[{u'ch': '\xe9\x98\xb1', u'py': 'jing3', u'chs': '\xe9\x98\xb1', u'vartype': 'old'}]",[]
5055,汭,ruì,rui,4,['river-bend'],[],[]
5056,汰,tài,tai,4,"['to discard', 'to eliminate']",[],[]
5057,汲,jí,ji,2,['to draw (water)'],[],[]
5058,決,jué,jue,2,"['to decide', 'to determine', 'to execute (sb)', '(of a dam etc) to breach or burst', 'definitely', 'certainly']",[],[]
5059,汽,qì,qi,4,"['steam', 'vapor']",[],[]
5060,汾,fén,fen,2,['name of a river'],[],[]
5061,沁,qìn,qin,4,"['to seep', 'to percolate']",[],[]
5062,沃,wò,wo,4,"['fertile', 'rich', 'to irrigate', 'to wash (of river)']",[],[]
5063,沄,yún,yun,2,['rushing of a torrent'],[],[]
5064,沆,hàng,hang,4,"['a ferry', 'fog', 'flowing']",[],[]
5065,沇,yǎn,yan,3,[],"[{u'ch': '\xe5\x85\x97', u'py': 'Yan3', u'chs': '\xe5\x85\x96', u'vartype': 'archaic'}]",[]
5066,沈,chén,chen,2,[],"[{u'ch': '\xe6\xb2\x89', u'py': 'chen2', u'chs': '\xe6\xb2\x89', u'vartype': ''}]",[]
5067,沉,chēn,chen,1,['see \xe9\xbb\x91\xe6\xb2\x89\xe6\xb2\x89[hei1 chen1 chen1]'],[],[]
5068,沉,chén,chen,2,"['to submerge', 'to immerse', 'to sink', 'to keep down', 'to lower', 'to drop', 'deep', 'profound', 'heavy']",[],[]
5069,沌,dùn,dun,4,"['confused', 'turbid']",[],[]
5070,沍,hù,hu,4,"['congealed', 'frozen']",[],[]
5071,沏,qī,qi,1,['to steep (tea)'],[],[]
5072,沐,mù,mu,4,"['to bathe', 'to cleanse', 'to receive', 'to be given']",[],[]
5073,沒,méi,mei,2,"['(negative prefix for verbs)', 'have not', 'not']",[],[]
5074,沒,mò,mo,4,"['drowned', 'to end', 'to die', 'to inundate']",[],[]
5075,沓,dá,da,2,"['classifier for sheets of papers etc: pile, pad', 'Taiwan pr. [ta4]']",[],[]
5076,沓,tà,ta,4,"['again and again', 'many']",[],[]
5077,沔,miǎn,mian,3,"['inundation', 'name of a river']",[],[]
5078,沕,wù,wu,4,"['abstruse', 'profound']",[],[]
5079,沖,chōng,chong,1,"['(of water) to dash against', 'to mix with water', 'to infuse', 'to rinse', 'to flush', 'to develop (a film)', 'to rise in the air', 'to clash', 'to collide with']",[],[]
5080,沘,bǐ,bi,3,['name of a river'],[],[]
5081,沙,shā,sha,1,"['granule', 'hoarse', 'raspy', 'sand', 'powder', 'abbr. for Tsar or Tsarist Russia']",[],"[('\xe7\xb2\x92', '\xe7\xb2\x92', 'li4')]"
5082,沚,zhǐ,zhi,3,['islet'],[],[]
5083,沛,pèi,pei,4,"['copious', 'abundant']",[],[]
5084,沢,zé,ze,2,[],"[{u'ch': '\xe6\xbe\xa4', u'py': '', u'chs': '\xe6\xb3\xbd', u'vartype': 'Japanese'}]",[]
5085,沫,mò,mo,4,"['foam', 'suds']",[],[]
5086,沬,mèi,mei,4,"['dawn', 'place name']",[],[]
5087,沭,shù,shu,4,['river in Shandong'],[],[]
5088,沮,jǔ,ju,3,"['to destroy', 'to stop']",[],[]
5089,沰,tuō,tuo,1,['to let drop'],[],[]
5090,沱,tuó,tuo,2,"['tearful', 'to branch (of river)']",[],[]
5091,河,hé,he,2,['river'],[],"[('\xe6\xa2\x9d', '\xe6\x9d\xa1', 'tiao2'), ('\xe9\x81\x93', '\xe9\x81\x93', 'dao4')]"
5092,沴,lì,li,4,['miasma'],[],[]
5093,沷,fā,fa,1,"['to remove evil', 'to cleanse', 'to wash away']",[],[]
5094,沸,fèi,fei,4,['to boil'],[],[]
5095,油,yoú,you,2,"['oil', 'fat', 'grease', 'petroleum', 'to apply tung oil, paint or varnish', 'oily', 'greasy', 'glib', 'cunning']",[],[]
5096,沺,tián,tian,2,['turbulent'],[],[]
5097,治,zhì,zhi,4,"['to rule', 'to govern', 'to manage', 'to control', 'to harness (a river)', 'to treat (a disease)', 'to wipe out (a pest)', 'to punish', 'to research']",[],[]
